"","loan_status","loan_amnt","int_rate","grade","emp_length","home_ownership","annual_inc","age"
"3906",0,11000,6.03,"A",15,"MORTGAGE",120000,30
"3907",0,9500,7.51,"A",1,"MORTGAGE",38880,25
"3908",0,8000,NA,"A",7,"MORTGAGE",55000,28
"3909",0,12000,6.62,"A",9,"MORTGAGE",59500,26
"3910",0,15000,7.9,"A",2,"RENT",85000,25
"3911",0,5000,8.9,"A",0,"RENT",47000,23
"3912",0,10225,NA,"C",4,"RENT",50000,28
"3913",0,15000,13.49,"C",10,"MORTGAGE",72000,38
"3914",0,5000,7.51,"A",3,"RENT",36000,35
"3915",0,8500,6.03,"A",10,"MORTGAGE",86000,39
"3916",1,8875,7.9,"A",12,"MORTGAGE",58044,29
"3917",0,3500,7.9,"A",3,"RENT",40000,24
"3918",0,10000,6.62,"A",14,"MORTGAGE",98000,24
"3919",0,16000,6.03,"A",4,"RENT",85000,23
"3920",0,3600,6.03,"A",3,"MORTGAGE",84554.16,23
"3921",0,9000,9.91,"B",0,"OWN",60000,25
"3922",1,5000,8.9,"A",0,"RENT",41000,28
"3923",0,7200,12.69,"B",16,"RENT",35000,21
"3924",0,14125,10.65,"B",8,"MORTGAGE",31850,27
"3925",0,17000,14.27,"C",10,"MORTGAGE",74000,34
"3926",0,10000,16.29,"D",17,"MORTGAGE",68000,34
"3927",0,11400,17.58,"D",18,"RENT",50000,22
"3928",0,7000,6.62,"A",5,"RENT",21600,23
"3929",0,6000,6.03,"A",23,"RENT",20400,28
"3930",0,4000,6.62,"A",11,"MORTGAGE",90000,37
"3931",0,5000,10.65,"B",4,"RENT",25591,32
"3932",0,12000,11.71,"B",0,"MORTGAGE",70000,35
"3933",0,12000,16.29,"D",5,"RENT",81000,23
"3934",0,12000,8.9,"A",9,"MORTGAGE",100000,30
"3935",0,6000,7.9,"A",8,"RENT",35000,30
"3936",0,16200,NA,"C",8,"MORTGAGE",86400,24
"3937",0,10000,14.27,"C",3,"MORTGAGE",81000,38
"3938",0,6400,6.62,"A",10,"RENT",112000,24
"3939",0,11000,9.91,"B",8,"RENT",30000,27
"3940",0,4800,7.51,"A",5,"MORTGAGE",42500,24
"3941",0,22000,7.9,"A",8,"MORTGAGE",140000,28
"3942",0,2000,7.9,"A",3,"MORTGAGE",40000,22
"3943",1,2500,16.77,"D",2,"RENT",42000,24
"3944",1,3000,NA,"C",26,"MORTGAGE",80000,42
"3945",0,8000,6.03,"A",1,"RENT",63900,25
"3946",0,8000,7.9,"A",21,"MORTGAGE",78000,25
"3947",0,21000,14.65,"C",5,"OWN",82000,29
"3948",0,24000,13.49,"C",4,"MORTGAGE",125000,29
"3949",0,8000,6.62,"A",NA,"MORTGAGE",61200,30
"3950",0,2400,9.91,"B",31,"MORTGAGE",91000,24
"3951",0,12000,6.62,"A",4,"RENT",63000,32
"3952",0,3600,7.51,"A",9,"MORTGAGE",59000,23
"3953",0,5600,6.62,"A",25,"MORTGAGE",101400,26
"3954",0,6000,17.27,"D",7,"MORTGAGE",120000,40
"3955",0,12000,12.42,"B",0,"MORTGAGE",35000,23
"3956",0,6025,10.65,"B",6,"RENT",48000,29
"3957",0,8000,14.65,"C",18,"RENT",50000,28
"3958",0,21000,12.42,"B",6,"MORTGAGE",158000,30
"3959",0,10000,7.51,"A",13,"MORTGAGE",82000,27
"3960",0,6000,7.9,"A",2,"RENT",54000,29
"3961",0,10000,12.69,"B",18,"RENT",88000,26
"3962",0,16000,6.03,"A",27,"RENT",130000,34
"3963",0,7100,8.9,"A",0,"MORTGAGE",120000,34
"3964",0,35000,8.9,"A",8,"MORTGAGE",128000,26
"3965",0,10000,7.51,"A",5,"RENT",100000,24
"3966",0,4800,11.71,"B",11,"MORTGAGE",130900,29
"3967",0,3000,7.9,"A",3,"OWN",16000,29
"3968",0,24000,9.91,"B",3,"OWN",48000,27
"3969",0,3000,10.65,"B",31,"MORTGAGE",60000,24
"3970",0,6500,13.49,"C",2,"RENT",42000,25
"3971",0,12000,11.71,"B",13,"RENT",42600,30
"3972",0,12725,12.42,"B",3,"MORTGAGE",46800,26
"3973",0,21000,8.9,"A",5,"MORTGAGE",86000,23
"3974",0,6000,15.96,"C",0,"RENT",21300,22
"3975",0,2400,10.65,"B",6,"RENT",38400,27
"3976",0,6000,7.9,"A",4,"MORTGAGE",76486.08,26
"3977",0,12650,NA,"A",6,"RENT",60000,27
"3978",1,4500,12.42,"B",21,"RENT",62000,23
"3979",0,12000,9.91,"B",8,"MORTGAGE",70000,27
"3980",0,14000,9.91,"B",NA,"OWN",31215.96,22
"3981",1,18000,12.69,"B",3,"MORTGAGE",85000,27
"3982",0,6300,10.65,"B",5,"RENT",83000,31
"3983",0,5600,11.71,"B",6,"MORTGAGE",45000,23
"3984",0,8000,16.29,"D",1,"RENT",120000,22
"3985",0,9600,14.27,"C",1,"RENT",25000,28
"3986",0,28000,8.9,"A",6,"MORTGAGE",120000,31
"3987",0,7000,6.03,"A",4,"MORTGAGE",41000,21
"3988",0,29000,12.69,"B",3,"RENT",81300,27
"3989",0,8400,9.91,"B",7,"RENT",37000,27
"3990",0,14825,NA,"A",3,"MORTGAGE",86625,27
"3991",0,10000,8.9,"A",5,"RENT",36996,30
"3992",0,12600,10.65,"B",9,"RENT",74000,22
"3993",0,31400,14.27,"C",14,"MORTGAGE",250000,36
"3994",0,8000,7.9,"A",0,"RENT",34000,34
"3995",0,12000,6.03,"A",0,"RENT",90000,33
"3996",0,7250,10.65,"B",1,"RENT",62467,25
"3997",1,8500,12.42,"B",3,"MORTGAGE",62400,33
"3998",0,5000,8.9,"A",0,"RENT",28800,25
"3999",0,7200,11.71,"B",7,"MORTGAGE",58000,25
"4000",0,12000,7.51,"A",18,"MORTGAGE",82000,41
"4001",0,2200,12.42,"B",17,"MORTGAGE",65000,21
"4002",0,4200,14.27,"C",2,"RENT",36000,30
"4003",0,2000,10.65,"B",NA,"RENT",12000,39
"4004",0,4000,13.49,"C",4,"RENT",75000,31
"4005",0,10000,7.51,"A",1,"RENT",50000,24
"4006",0,12000,NA,"A",2,"RENT",40800,26
"4007",0,9600,7.9,"A",4,"RENT",60000,22
"4008",0,18825,7.9,"A",5,"RENT",42000,34
"4009",0,11500,NA,"A",16,"OWN",60000,23
"4010",0,5500,7.9,"A",1,"RENT",25200,23
"4011",0,9000,6.03,"A",8,"MORTGAGE",77000,25
"4012",0,1000,7.51,"A",0,"RENT",30000,24
"4013",1,2400,17.58,"D",23,"MORTGAGE",31200,25
"4014",0,3500,12.69,"B",15,"RENT",47496,23
"4015",0,7000,8.9,"A",0,"RENT",30000,22
"4016",0,3600,7.9,"A",0,"RENT",14400,28
"4017",1,5500,11.71,"B",1,"RENT",18000,25
"4018",0,6000,NA,"A",13,"MORTGAGE",57600,30
"4019",1,1550,15.27,"C",NA,"RENT",12732,25
"4020",0,9600,NA,"A",0,"MORTGAGE",54000,30
"4021",0,2700,14.27,"C",5,"MORTGAGE",88500,32
"4022",0,5600,12.42,"B",1,"MORTGAGE",60000,29
"4023",0,2500,6.03,"A",NA,"OWN",33000,21
"4024",0,8600,19.42,"E",18,"MORTGAGE",59774,22
"4025",0,7000,7.49,"A",0,"MORTGAGE",120000,27
"4026",0,8000,7.51,"A",2,"RENT",52500,28
"4027",0,2800,9.91,"B",22,"OWN",95004,25
"4028",1,18000,10.65,"B",3,"RENT",82500,23
"4029",0,5000,7.51,"A",1,"RENT",39996,34
"4030",0,6600,7.51,"A",24,"MORTGAGE",95000,26
"4031",0,2400,9.91,"B",0,"OWN",19200,21
"4032",1,7000,14.27,"C",3,"RENT",33198,24
"4033",0,12500,6.03,"A",5,"MORTGAGE",65004,22
"4034",0,2400,8.9,"A",3,"MORTGAGE",38769.12,34
"4035",0,18000,7.9,"A",5,"MORTGAGE",89204.4,23
"4036",0,12000,16.29,"D",11,"MORTGAGE",300000,26
"4037",0,3000,14.65,"C",2,"RENT",125000,30
"4038",0,1000,14.27,"C",5,"MORTGAGE",82000,26
"4039",0,4000,16.29,"D",5,"OWN",36000,44
"4040",0,3625,7.9,"A",2,"RENT",54000,27
"4041",0,3600,11.71,"B",3,"RENT",20000,24
"4042",0,10950,NA,"A",13,"MORTGAGE",48000,30
"4043",0,10000,19.03,"E",0,"RENT",26400,37
"4044",0,5000,6.03,"A",0,"MORTGAGE",48000,22
"4045",0,1000,6.62,"A",36,"OWN",38400,25
"4046",0,2500,14.27,"C",0,"OWN",40000,21
"4047",0,5000,7.9,"A",5,"RENT",26400,24
"4048",0,10000,12.42,"B",2,"RENT",55000,31
"4049",0,15000,15.27,"C",6,"RENT",185000,25
"4050",0,6000,7.51,"A",6,"MORTGAGE",75000,33
"4051",1,9000,14.65,"C",0,"RENT",115000,33
"4052",0,5000,NA,"C",3,"RENT",38400,28
"4053",1,15000,12.69,"B",4,"RENT",150000,53
"4054",0,3000,6.03,"A",19,"MORTGAGE",42000,22
"4055",0,4000,6.62,"A",5,"MORTGAGE",97000,26
"4056",1,2000,11.71,"B",2,"RENT",30000,26
"4057",0,3600,7.9,"A",4,"RENT",60000,23
"4058",0,13600,6.03,"A",5,"RENT",85000,23
"4059",1,3000,7.9,"A",11,"MORTGAGE",87000,28
"4060",0,8250,7.51,"A",3,"MORTGAGE",43000,38
"4061",0,5500,13.49,"C",1,"MORTGAGE",70000,27
"4062",0,20000,9.91,"B",2,"RENT",54000,22
"4063",0,5000,12.69,"B",5,"MORTGAGE",100000,31
"4064",0,16000,13.49,"C",34,"MORTGAGE",122000,23
"4065",0,3600,11.71,"B",2,"OWN",20988,33
"4066",0,12000,7.9,"A",9,"RENT",60000,25
"4067",0,6400,9.91,"B",0,"RENT",50000,25
"4068",0,8000,9.91,"B",8,"OWN",35000,21
"4069",0,1000,11.71,"B",1,"RENT",100000,30
"4070",0,10000,6.03,"A",5,"RENT",36000,41
"4071",1,3100,7.51,"A",5,"MORTGAGE",32000,29
"4072",0,1500,12.42,"B",9,"MORTGAGE",60000,24
"4073",0,3400,13.49,"C",0,"RENT",44000,34
"4074",0,16000,8.9,"A",NA,"OWN",35000,37
"4075",0,7000,7.51,"A",2,"RENT",45000,21
"4076",0,12000,NA,"A",1,"RENT",85000,25
"4077",0,2500,11.71,"B",17,"MORTGAGE",48000,23
"4078",0,10000,6.62,"A",17,"RENT",57600,26
"4079",0,4000,11.71,"B",3,"RENT",77250,22
"4080",0,8000,6.03,"A",15,"MORTGAGE",64320,29
"4081",0,18400,9.91,"B",3,"RENT",62500,33
"4082",0,17000,7.51,"A",14,"MORTGAGE",87000,23
"4083",0,20000,10.65,"B",5,"MORTGAGE",130000,34
"4084",0,1200,8.9,"A",27,"RENT",85000,37
"4085",0,4950,8.9,"A",3,"RENT",15000,22
"4086",0,1500,10.65,"B",NA,"MORTGAGE",70632,33
"4087",0,3000,11.71,"B",9,"RENT",60000,27
"4088",1,5000,18.25,"D",3,"RENT",36000,22
"4089",0,30000,16.29,"D",2,"RENT",140000,31
"4090",0,2000,11.71,"B",10,"OWN",34500,24
"4091",0,6000,6.03,"A",18,"MORTGAGE",90000,29
"4092",0,8000,11.71,"B",NA,"MORTGAGE",86244,25
"4093",0,4500,7.9,"A",11,"MORTGAGE",70000,31
"4094",0,15000,6.03,"A",2,"RENT",86400,32
"4095",1,6450,NA,"B",4,"RENT",29361,22
"4096",0,5000,6.03,"A",5,"MORTGAGE",66100,32
"4097",1,25000,NA,"C",7,"MORTGAGE",108000,31
"4098",0,2400,13.49,"C",3,"RENT",90050,29
"4099",0,12000,6.62,"A",13,"MORTGAGE",56000,33
"4100",0,10000,NA,"B",6,"MORTGAGE",80000,25
"4101",0,34000,9.91,"B",4,"MORTGAGE",160000,28
"4102",0,7500,NA,"D",8,"RENT",125000,27
"4103",0,3800,8.9,"A",8,"MORTGAGE",54000,33
"4104",0,8000,6.62,"A",6,"MORTGAGE",33000,25
"4105",0,6000,8.9,"A",6,"MORTGAGE",75000,44
"4106",1,6000,10.65,"B",6,"MORTGAGE",59000,23
"4107",0,8875,6.62,"A",4,"RENT",26400,24
"4108",0,3500,7.9,"A",5,"RENT",30000,21
"4109",0,35000,NA,"A",18,"RENT",230000,32
"4110",0,4800,NA,"A",NA,"RENT",20400,27
"4111",0,7000,6.62,"A",1,"MORTGAGE",149400,26
"4112",0,4200,7.51,"A",10,"RENT",52000,32
"4113",0,3000,12.69,"B",5,"RENT",42000,29
"4114",0,5875,6.03,"A",19,"MORTGAGE",62000,24
"4115",0,17000,7.51,"A",2,"MORTGAGE",70000,24
"4116",1,2000,12.69,"B",1,"RENT",48000,24
"4117",1,18000,11.71,"B",0,"RENT",42480,43
"4118",0,2000,NA,"A",0,"MORTGAGE",55000,23
"4119",0,7000,9.91,"B",5,"MORTGAGE",156000,26
"4120",0,15000,6.03,"A",0,"MORTGAGE",100000,25
"4121",0,7000,6.03,"A",9,"MORTGAGE",200000,27
"4122",0,22000,NA,"A",7,"MORTGAGE",55000,28
"4123",0,1875,13.49,"C",1,"RENT",14400,24
"4124",1,12000,NA,"C",2,"MORTGAGE",170000,34
"4125",0,10000,6.62,"A",5,"MORTGAGE",74000,26
"4126",0,4800,10.65,"B",7,"MORTGAGE",33000,27
"4127",0,5200,15.96,"C",1,"RENT",62000,26
"4128",0,4800,7.51,"A",6,"MORTGAGE",35000,38
"4129",1,12000,15.27,"C",4,"MORTGAGE",69000,26
"4130",0,5000,NA,"A",3,"RENT",92001,30
"4131",0,12000,6.62,"A",4,"MORTGAGE",105000,29
"4132",0,15000,7.9,"A",2,"OWN",72000,22
"4133",0,30000,10.65,"B",13,"MORTGAGE",94000,25
"4134",1,7200,8.9,"A",7,"RENT",30000,22
"4135",1,14400,11.71,"B",3,"MORTGAGE",70000,22
"4136",0,12000,11.71,"B",4,"MORTGAGE",75000,32
"4137",0,10000,12.69,"B",1,"RENT",64000,32
"4138",0,5000,12.42,"B",NA,"RENT",20400,22
"4139",0,3500,11.71,"B",1,"RENT",31400,27
"4140",0,2500,7.9,"A",5,"MORTGAGE",36000,41
"4141",0,5000,8.9,"A",5,"RENT",20000,34
"4142",0,10000,12.42,"B",21,"MORTGAGE",34000,25
"4143",1,9800,7.51,"A",12,"RENT",50000,23
"4144",0,5000,13.49,"C",0,"RENT",21000,30
"4145",0,12700,17.27,"D",6,"MORTGAGE",43400,30
"4146",0,6000,8.9,"A",30,"MORTGAGE",44500,32
"4147",0,7200,10.65,"B",3,"OWN",66600,24
"4148",0,10500,7.51,"A",NA,"MORTGAGE",70000,23
"4149",0,28000,9.91,"B",3,"OWN",125000,24
"4150",1,30000,6.62,"A",5,"MORTGAGE",61500,22
"4151",0,25000,NA,"B",NA,"OWN",54000,22
"4152",1,6000,6.62,"A",5,"MORTGAGE",66000,23
"4153",1,14000,7.9,"A",6,"RENT",45000,28
"4154",0,6000,6.62,"A",2,"RENT",18000,22
"4155",0,18000,7.51,"A",7,"MORTGAGE",115000,25
"4156",0,3600,12.69,"B",5,"RENT",80000,22
"4157",0,2500,13.49,"C",6,"MORTGAGE",55000,34
"4158",0,6000,9.91,"B",0,"MORTGAGE",112000,24
"4159",0,4000,7.9,"A",2,"MORTGAGE",61000,30
"4160",0,5300,6.62,"A",3,"RENT",65000,22
"4161",0,12000,7.9,"A",22,"MORTGAGE",50000,22
"4162",0,3600,16.77,"D",14,"MORTGAGE",36000,24
"4163",0,9000,17.58,"D",16,"RENT",30000,25
"4164",0,6000,7.9,"A",2,"RENT",22356,33
"4165",1,25000,15.27,"C",1,"RENT",100800,30
"4166",0,7200,8.9,"A",1,"MORTGAGE",85000,26
"4167",0,7500,7.9,"A",1,"OWN",35000,26
"4168",0,7125,7.51,"A",19,"MORTGAGE",33600,25
"4169",0,1800,7.51,"A",4,"MORTGAGE",52000,33
"4170",0,2100,6.03,"A",14,"MORTGAGE",64000,23
"4171",0,7800,6.62,"A",6,"MORTGAGE",50000,22
"4172",0,8000,9.91,"B",11,"MORTGAGE",90000,24
"4173",0,12000,8.9,"A",6,"RENT",80800,23
"4174",0,1500,6.62,"A",5,"MORTGAGE",96000,23
"4175",0,10400,9.91,"B",0,"MORTGAGE",110888,32
"4176",0,6225,7.9,"A",13,"RENT",81000,28
"4177",0,12000,NA,"A",3,"MORTGAGE",150000,25
"4178",1,4800,8.9,"A",7,"MORTGAGE",102000,30
"4179",0,21000,12.69,"B",7,"RENT",68666,28
"4180",0,5575,7.9,"A",NA,"RENT",20485,24
"4181",0,12000,6.03,"A",17,"RENT",45000,34
"4182",0,15000,12.42,"B",1,"MORTGAGE",88000,23
"4183",0,7000,6.03,"A",18,"OWN",22800,37
"4184",0,15000,16.77,"D",11,"MORTGAGE",122000,28
"4185",0,12000,13.49,"C",0,"RENT",48000,25
"4186",0,6000,7.9,"A",21,"RENT",53000,25
"4187",1,7200,NA,"B",0,"RENT",30000,31
"4188",0,12800,8.9,"A",8,"RENT",38500,23
"4189",0,8000,8.9,"A",10,"MORTGAGE",150000,24
"4190",0,5400,8.9,"A",16,"MORTGAGE",50000,26
"4191",0,12000,11.71,"B",0,"RENT",50000,21
"4192",0,3000,6.03,"A",6,"MORTGAGE",80000,25
"4193",0,4800,7.9,"A",2,"RENT",55200,25
"4194",0,6500,15.96,"C",1,"RENT",50000,29
"4195",0,10000,6.62,"A",14,"MORTGAGE",100000,35
"4196",0,3600,10.65,"B",7,"MORTGAGE",76000,23
"4197",0,2000,11.71,"B",5,"RENT",40000,23
"4198",1,1400,8.9,"A",8,"MORTGAGE",28800,24
"4199",1,4200,NA,"D",1,"RENT",70000,32
"4200",0,5000,18.25,"D",1,"OWN",33600,22
"4201",0,23275,12.42,"B",19,"MORTGAGE",60000,25
"4202",0,4000,6.62,"A",11,"OWN",47000,25
"4203",0,8400,8.9,"A",7,"MORTGAGE",52000,23
"4204",0,15600,7.9,"A",6,"MORTGAGE",90000,32
"4205",0,11800,6.03,"A",4,"MORTGAGE",102500,26
"4206",0,4200,NA,"A",4,"RENT",12000,48
"4207",0,12000,NA,"A",4,"MORTGAGE",120155,24
"4208",0,13000,11.71,"B",9,"RENT",83195,25
"4209",0,7200,7.9,"A",12,"RENT",37200,24
"4210",0,12000,NA,"A",14,"MORTGAGE",100000,27
"4211",0,6000,14.27,"C",6,"MORTGAGE",45000,26
"4212",0,12000,15.27,"C",5,"MORTGAGE",102000,24
"4213",0,10250,6.62,"A",3,"RENT",60000,25
"4214",0,14000,11.71,"B",0,"MORTGAGE",97000,43
"4215",0,24000,19.42,"E",20,"MORTGAGE",96000,26
"4216",0,35000,18.25,"D",5,"MORTGAGE",130000,26
"4217",0,2000,13.49,"C",1,"RENT",45000,23
"4218",1,2000,14.27,"C",10,"MORTGAGE",33000,21
"4219",0,10000,9.91,"B",3,"MORTGAGE",26004,25
"4220",0,5000,12.42,"B",3,"MORTGAGE",130000,24
"4221",0,5200,7.9,"A",5,"MORTGAGE",64000,24
"4222",0,12000,6.62,"A",13,"RENT",72000,27
"4223",0,4000,17.58,"D",3,"MORTGAGE",40000,26
"4224",0,1500,7.51,"A",1,"RENT",30000,23
"4225",0,5000,10.65,"B",3,"RENT",150000,23
"4226",0,6000,9.91,"B",17,"MORTGAGE",60000,22
"4227",0,4200,8.9,"A",5,"RENT",34400,26
"4228",0,9000,12.42,"B",5,"MORTGAGE",60000,35
"4229",0,6000,8.9,"A",18,"MORTGAGE",76000,24
"4230",0,10500,6.62,"A",15,"MORTGAGE",57600,24
"4231",0,4800,7.51,"A",18,"MORTGAGE",49200,22
"4232",0,11000,NA,"B",2,"RENT",63000,37
"4233",0,8000,16.29,"D",7,"MORTGAGE",68000,23
"4234",0,12000,10.65,"B",1,"RENT",86000,24
"4235",0,5000,6.03,"A",3,"RENT",54590,28
"4236",0,9600,6.03,"A",NA,"MORTGAGE",28000,25
"4237",0,7125,6.62,"A",12,"MORTGAGE",74004,40
"4238",0,8400,7.51,"A",5,"MORTGAGE",240000,32
"4239",0,19000,8.9,"A",2,"RENT",78000,23
"4240",0,8000,15.96,"C",0,"RENT",83200,52
"4241",0,15000,12.42,"B",1,"RENT",32000,30
"4242",0,10000,14.27,"C",3,"RENT",50000,24
"4243",0,9000,10.65,"B",14,"MORTGAGE",104000,23
"4244",0,13275,17.58,"D",5,"RENT",54000,23
"4245",0,5500,6.03,"A",9,"MORTGAGE",65004,22
"4246",0,10000,NA,"A",6,"RENT",80000,31
"4247",0,6500,6.03,"A",5,"OWN",42000,23
"4248",0,2400,16.29,"D",1,"RENT",21600,22
"4249",0,1000,16.29,"D",11,"MORTGAGE",32000,27
"4250",0,5000,6.03,"A",NA,"OWN",63000,31
"4251",0,3800,10.65,"B",5,"MORTGAGE",45000,25
"4252",0,10000,11.71,"B",2,"MORTGAGE",60000,24
"4253",0,1500,NA,"D",13,"MORTGAGE",45996,25
"4254",0,4800,7.51,"A",9,"RENT",45000,25
"4255",1,23800,8.9,"A",5,"OWN",102000,24
"4256",0,2000,7.9,"A",1,"RENT",61000,26
"4257",0,20000,NA,"B",7,"MORTGAGE",85900,26
"4258",0,8325,NA,"A",29,"MORTGAGE",52000,36
"4259",0,9600,9.91,"B",1,"RENT",80000,31
"4260",0,3000,14.27,"C",29,"RENT",56000,31
"4261",0,2500,6.03,"A",8,"OWN",15300,21
"4262",0,19075,7.9,"A",5,"MORTGAGE",82000,26
"4263",0,8000,6.62,"A",2,"MORTGAGE",136173,42
"4264",0,12000,12.42,"B",11,"MORTGAGE",73527,32
"4265",0,5600,15.96,"C",9,"MORTGAGE",48000,34
"4266",0,2400,16.29,"D",6,"RENT",24000,21
"4267",0,7000,6.62,"A",4,"RENT",80000,22
"4268",0,6000,NA,"A",1,"MORTGAGE",82531.8,40
"4269",0,3000,7.51,"A",9,"MORTGAGE",60000,24
"4270",0,12000,NA,"A",6,"MORTGAGE",90000,23
"4271",0,5000,6.03,"A",3,"MORTGAGE",70000,24
"4272",0,5000,15.27,"C",1,"MORTGAGE",60000,25
"4273",0,6500,6.03,"A",9,"MORTGAGE",55236,37
"4274",0,12000,6.62,"A",27,"MORTGAGE",165000,34
"4275",0,2800,14.65,"C",5,"RENT",86400,24
"4276",0,8150,7.51,"A",2,"MORTGAGE",75000,22
"4277",0,8000,14.65,"C",2,"MORTGAGE",45000,32
"4278",0,14800,19.42,"E",1,"MORTGAGE",76700,25
"4279",0,12800,NA,"B",6,"MORTGAGE",70000,30
"4280",0,14000,NA,"B",9,"RENT",40000,22
"4281",0,8000,12.69,"B",4,"RENT",38000,26
"4282",0,1500,12.69,"B",11,"RENT",39600,28
"4283",0,6000,NA,"B",2,"RENT",40000,27
"4284",0,10000,13.49,"C",1,"MORTGAGE",35640,24
"4285",0,9000,7.51,"A",1,"RENT",60000,23
"4286",0,3000,14.27,"C",28,"RENT",115154.16,24
"4287",0,4900,9.91,"B",8,"RENT",43000,27
"4288",1,12000,7.9,"A",3,"RENT",187000,34
"4289",0,7500,6.62,"A",NA,"OWN",26300,21
"4290",0,1000,8.9,"A",NA,"RENT",12480,29
"4291",0,1000,6.03,"A",2,"RENT",40000,23
"4292",0,4500,6.62,"A",0,"RENT",32000,34
"4293",0,5000,6.62,"A",4,"RENT",24000,23
"4294",0,12000,17.27,"D",11,"RENT",102000,30
"4295",0,12000,6.03,"A",5,"MORTGAGE",64000,28
"4296",0,2400,12.69,"B",6,"RENT",60500,27
"4297",0,7500,8.9,"A",8,"RENT",55000,36
"4298",0,6000,6.03,"A",4,"MORTGAGE",80000,27
"4299",0,3950,6.03,"A",7,"MORTGAGE",109000,27
"4300",0,1800,11.99,"B",2,"RENT",19200,40
"4301",0,6800,11.71,"B",7,"RENT",64000,80
"4302",0,6650,12.69,"B",2,"RENT",56000,24
"4303",0,1500,12.69,"B",0,"RENT",20004,27
"4304",0,14000,12.69,"B",0,"MORTGAGE",45000,32
"4305",0,6000,7.9,"A",0,"RENT",57000,24
"4306",0,7500,6.03,"A",12,"MORTGAGE",95000,49
"4307",0,3700,9.91,"B",9,"RENT",25000,32
"4308",0,5000,NA,"A",1,"MORTGAGE",30000,33
"4309",0,3000,NA,"B",0,"RENT",21000,41
"4310",0,7000,7.9,"A",13,"RENT",40000,22
"4311",0,9600,11.71,"B",7,"RENT",53000,26
"4312",0,9100,6.03,"A",19,"MORTGAGE",75000,38
"4313",0,20000,10.65,"B",20,"MORTGAGE",95000,32
"4314",0,35000,7.9,"A",2,"RENT",115000,23
"4315",0,4500,6.03,"A",4,"RENT",42000,21
"4316",0,35000,NA,"A",0,"MORTGAGE",144000,35
"4317",0,5000,7.51,"A",11,"MORTGAGE",115000,28
"4318",0,10000,NA,"B",6,"MORTGAGE",100000,28
"4319",1,12000,NA,"C",7,"OWN",87500,21
"4320",0,6000,6.03,"A",0,"RENT",55000,24
"4321",1,2400,10.65,"B",30,"MORTGAGE",31000,30
"4322",0,16000,15.96,"C",15,"MORTGAGE",162000,24
"4323",0,14000,6.03,"A",12,"RENT",75000,42
"4324",0,6500,6.62,"A",14,"MORTGAGE",30000,26
"4325",1,5000,9.91,"B",4,"RENT",30000,31
"4326",0,10000,6.03,"A",12,"OWN",42000,22
"4327",0,2500,8.9,"A",3,"MORTGAGE",33600,24
"4328",0,9600,12.69,"B",8,"RENT",75000,25
"4329",0,4000,7.9,"A",3,"RENT",30000,22
"4330",0,9000,NA,"D",34,"RENT",56000,24
"4331",0,7200,7.51,"A",4,"MORTGAGE",105000,23
"4332",0,2500,11.71,"B",7,"MORTGAGE",68000,28
"4333",0,7000,16.29,"D",15,"MORTGAGE",80000,23
"4334",0,7500,6.62,"A",9,"MORTGAGE",140000,45
"4335",0,30000,6.62,"A",15,"MORTGAGE",94000,29
"4336",0,3625,6.03,"A",3,"RENT",65000,32
"4337",0,20000,8.9,"A",4,"RENT",66000,32
"4338",0,2250,NA,"B",5,"RENT",48000,27
"4339",0,11000,10.65,"B",36,"MORTGAGE",82500,36
"4340",0,7000,13.49,"C",4,"MORTGAGE",55000,34
"4341",1,1000,13.49,"C",0,"RENT",18000,28
"4342",0,15700,7.9,"A",11,"MORTGAGE",58000,24
"4343",0,8800,12.69,"B",3,"MORTGAGE",109000,24
"4344",0,19750,7.51,"A",3,"RENT",38000,23
"4345",0,11200,6.03,"A",37,"MORTGAGE",54000,32
"4346",1,6775,7.9,"A",15,"RENT",75000,25
"4347",1,6000,13.49,"C",11,"MORTGAGE",85000,22
"4348",0,3500,6.62,"A",15,"OWN",70254,28
"4349",0,4000,7.9,"A",4,"RENT",45000,21
"4350",0,6000,13.49,"C",0,"RENT",30000,23
"4351",0,2500,16.29,"D",5,"RENT",45300,30
"4352",0,4400,12.42,"B",5,"RENT",24000,53
"4353",0,13250,7.9,"A",2,"RENT",45000,30
"4354",0,6000,12.69,"B",3,"RENT",80000,32
"4355",0,2400,16.77,"D",3,"RENT",32400,22
"4356",0,16000,6.03,"A",13,"OWN",56100,33
"4357",0,4800,8.9,"A",7,"RENT",118000,28
"4358",0,7000,6.62,"A",16,"MORTGAGE",88800,30
"4359",0,16100,7.9,"A",7,"MORTGAGE",75000,23
"4360",1,4500,13.49,"C",3,"OWN",55000,27
"4361",1,6800,10.65,"B",3,"RENT",52852,23
"4362",0,10000,6.03,"A",2,"RENT",56000,24
"4363",0,6000,6.62,"A",8,"RENT",55000,22
"4364",0,19450,9.91,"B",6,"MORTGAGE",82600,29
"4365",0,2400,10.65,"B",4,"RENT",70000,28
"4366",0,14000,6.62,"A",1,"MORTGAGE",115200,25
"4367",0,10000,7.9,"A",16,"MORTGAGE",150000,35
"4368",0,1950,12.42,"B",6,"RENT",90000,36
"4369",0,2900,9.91,"B",0,"RENT",31200,26
"4370",0,6000,9.91,"B",5,"MORTGAGE",40058,22
"4371",0,9000,NA,"B",2,"RENT",30000,22
"4372",0,2450,7.9,"A",0,"RENT",24000,22
