Transaction ID,Date,Time,City,State,Postal Code,Location,Service Total,Extras Total,Final Amount,Frequency,Discount Code,Discount from Code,Discount from Frequency,Discount from Referral,Giftcard Amount Used,Date Created,Created By,Next Booking Date,Services,Booking ID,Customer ID,Date Cancelled,Cancelled By,Cancellation Fees,Booking Status
ch_1BEQJi2Iw89207WN9qh2CHP9,10/19/2017,9:00am,Kenmore,WA,98028,NW Maids,219.00,80.00,239.20,Weekly Cleaning 20% off,,0.00,59.80,0.00,0.00,10/09/2017 9:02am,Support Staff (Admin),10/26/2017 12:00pm,"3 Bedrooms, 4 x Bathroom, 1 x inside the oven, inside windows",3928,999,,,,complete
ch_1BEQJk2Iw89207WNYRPSPm0A,10/19/2017,12:00pm,Seattle,WA,98117,NW Maids,229.00,0.00,194.65,Every two weeks 15% off -Most Popular-,,0.00,34.35,0.00,0.00,09/28/2017 9:39am,Support Staff (Admin),11/02/2017 12:00pm,"4 Bedrooms, 3 x Bathroom",3835,890,,,,complete
ch_1BEQJm2Iw89207WNPgpALD8j,10/19/2017,12:00pm,Shoreline,WA,98155,NW Maids,139.00,0.00,101.20,Weekly Cleaning 20% off,,0.00,27.80,0.00,0.00,10/13/2017 12:29am,,10/26/2017 12:00pm,"2 Bedrooms, 1 x Bathroom",3973,973,,,,complete
ch_1BEQJo2Iw89207WNKnDuuqgC,10/19/2017,3:00pm,Seattle,WA,98117,NW Maids,199.00,0.00,189.10,Every three weeks 10% off,,0.00,19.90,0.00,0.00,09/13/2017 9:37am,Support Staff (Admin),11/11/2017 3:00pm,"3 Bedrooms, 3 x Bathroom",3668,917,,,,complete
ch_1BEQJt2Iw89207WNXSsK45Xm,10/19/2017,3:00pm,Seattle,WA,98133,NW Maids,199.00,0.00,179.10,Every three weeks 10% off,,0.00,19.90,0.00,0.00,09/22/2017 12:24am,,11/01/2017 3:00pm,"3 Bedrooms, 3 x Bathroom",3765,469,,,,complete
ch_1BEkTY2Iw89207WN9BCjgTOp,10/20/2017,9:00am,Seattle,WA,98133,NW Maids,229.00,0.00,206.10,Monthly 10% off,,0.00,22.90,0.00,0.00,09/15/2017 10:20am,Support Staff (Admin),11/17/2017 12:00pm,"4 Bedrooms, 3 x Bathroom",3692,913,,,,complete
ch_1BEkTa2Iw89207WNYcjDhjma,10/20/2017,9:00am,Seattle,WA,98115,NW Maids,119.00,0.00,101.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,09/24/2017 5:46pm,Rebekah Yeazel (Customer),11/03/2017 9:00am,"1 Bedroom, 1 x Bathroom",3791,1009,,,,complete
ch_1BEkTc2Iw89207WNREm4Jg3z,10/20/2017,9:00am,Seattle,WA,98199,NW Maids,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,09/28/2017 9:47am,Support Staff (Admin),11/03/2017 9:00am,"3 Bedrooms, 2 x Bathroom",3839,664,,,,complete
ch_1BEkTf2Iw89207WNViKsyXNI,10/20/2017,9:00am,Seattle,WA,98117,NW Maids,179.00,0.00,113.20,Weekly Cleaning 20% off,,0.00,35.80,0.00,0.00,10/06/2017 9:33am,Support Staff (Admin),11/03/2017 9:00am,"3 Bedrooms, 2 x Bathroom",3907,775,,,,complete
ch_1BEkTi2Iw89207WNaWNpaTH2,10/20/2017,9:00am,Seattle,WA,98103,NW Maids,139.00,60.00,0.00,One Time Cleaning,3BB3-5BEE-555F,0.00,0.00,0.00,199.00,10/06/2017 12:20pm,Michael Jenkins (Customer),,"2 Bedrooms, 1 x Bathroom, deep cleaning",3913,1070,,,,complete
ch_1BEkTk2Iw89207WNa8EvQADl,10/20/2017,9:00am,Seattle,WA,98105,NW Maids,159.00,140.00,254.15,Every two weeks 15% off -Most Popular-,,0.00,44.85,0.00,0.00,10/07/2017 12:25am,,11/03/2017 9:00am,"2 Bedrooms, 2 x Bathroom, deep cleaning, basement",3914,492,,,,complete
ch_1BEkTo2Iw89207WNCgfb02GM,10/20/2017,12:00pm,Seattle,WA,98133,NW Maids,229.00,0.00,194.65,Every two weeks 15% off -Most Popular-,,0.00,34.35,0.00,0.00,10/07/2017 12:25am,,11/03/2017 12:00pm,"4 Bedrooms, 3 x Bathroom",3915,736,,,,complete
ch_1BEkTq2Iw89207WNHoGear3A,10/20/2017,3:00pm,Seattle,WA,98117,NW Maids,139.00,60.00,179.10,Every three weeks 10% off,,0.00,19.90,0.00,0.00,09/26/2017 11:41am,Support Staff (Admin),11/10/2017 12:00pm,"2 Bedrooms, 1 x Bathroom, deep cleaning",3811,549,,,,complete
ch_1BEkTt2Iw89207WNpA6DiZZ2,10/20/2017,3:00pm,seattle,WA,98112,NW Maids,179.00,60.00,214.00,One Time Cleaning,25cc,25.00,0.00,0.00,0.00,10/14/2017 9:53am,michelle thomas (Customer),08/15/2018 12:00pm,"3 Bedrooms, 2 x Bathroom, deep cleaning",3982,1081,,,,complete
ch_1BEkTv2Iw89207WNKwLSHSDH,10/20/2017,3:00pm,Seattle,WA,98109,NW Maids,119.00,150.00,244.00,One Time Cleaning,C0DE-C72E-FABB,0.00,0.00,0.00,25.00,10/18/2017 12:24pm,Sophia Sadie (Customer),,"1 Bedroom, 1 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",4011,1084,,,,complete
ch_1BFZAE2Iw89207WNgpdozRlz,10/21/2017,12:00pm,Lynnwood,WA,98036,NW Maids,159.00,60.00,186.15,Every two weeks 15% off -Most Popular-,,0.00,32.85,0.00,0.00,10/17/2017 9:31pm,Kelsey Norman (Customer),11/04/2017 3:00pm,"2 Bedrooms, 2 x Bathroom, deep cleaning",4004,1083,,,,complete
ch_1BGZaL2Iw89207WNz9agPKbq,10/23/2017,9:00am,Seattle,WA,98107,NW Maids,139.00,0.00,125.10,Monthly 10% off,,0.00,13.90,0.00,0.00,09/13/2017 12:13pm,Support Staff (Admin),11/14/2017 9:00am,"2 Bedrooms, 1 x Bathroom",3671,845,,,,complete
ch_1BFuuZ2Iw89207WNQk6HCKsO,10/23/2017,9:00am,Seattle,WA,98117,NW Maids,159.00,0.00,168.10,Monthly 10% off,,0.00,15.90,0.00,0.00,10/01/2017 12:23am,,11/25/2017 12:00pm,"3 Bedrooms, 1 x Bathroom",3863,819,,,,complete
ch_1BFuub2Iw89207WNUChODpxx,10/23/2017,12:00pm,Auburn,WA,98002,NW Maids,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,09/28/2017 9:32am,Support Staff (Admin),11/01/2017 12:00pm,"3 Bedrooms, 2 x Bathroom",3829,480,,,,complete
ch_1BFuud2Iw89207WNatpQi4Mi,10/23/2017,12:00pm,Seattle,WA,98117,NW Maids,249.00,0.00,186.65,One Time Cleaning,E2C3-3833-5F46,0.00,0.00,0.00,62.35,10/21/2017 9:19am,Support Staff (Admin),11/03/2017 12:00pm,"4 Bedrooms, 4 x Bathroom",4033,743,,,,complete
ch_1BGv8X2Iw89207WNfV0K28tw,10/23/2017,3:00pm,Seattle,WA,98125,NW Maids,209.00,60.00,319.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/21/2017 2:17pm,Evelyn Dreyer (Customer),06/02/2018 3:00pm,"4 Bedrooms, 2 x Bathroom, deep cleaning",4045,1085,,,,complete
,10/23/2017,3:00pm,Seattle,WA,98125,NW Maids,119.00,0.00,139.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/22/2017 7:31pm,Ilya Ornatov (Admin),10/28/2017 6:00pm,"1 Bedroom, 1 x Bathroom",4050,1086,,,,complete
ch_1BGBET2Iw89207WNol8JVPTf,10/24/2017,9:00am,Seattle,WA,98117,NW Maids,189.00,0.00,170.10,Monthly 10% off,,0.00,18.90,0.00,0.00,09/27/2017 12:23am,,,Four Bedroom Home:  $189 Flat rate,3813,344,,,,complete
ch_1BGG3B2Iw89207WN95LG2WGL,10/24/2017,9:00am,Seattle,WA,98107,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,10/11/2017 11:56am,Brittany Garber (Customer),11/08/2017 12:00pm,"3 Bedrooms, 3 x Bathroom",3947,1073,,,,complete
ch_1BGBEV2Iw89207WNqxYSzZkD,10/24/2017,12:00pm,Seattle,WA,98103,NW Maids,159.00,0.00,110.15,Every two weeks 15% off -Most Popular-,EC1F-66D0-4A5A,0.00,23.85,0.00,25.00,10/04/2017 11:58am,Support Staff (Admin),11/07/2017 12:00pm,"2 Bedrooms, 2 x Bathroom",3885,993,,,,complete
ch_1BHKmU2Iw89207WN6NXQxBko,10/24/2017,12:00pm,Bothell,WA,98012,NW Maids,229.00,0.00,193.20,Weekly Cleaning 20% off,,0.00,45.80,0.00,0.00,10/06/2017 9:34am,Support Staff (Admin),11/07/2017 12:00pm,"4 Bedrooms, 3 x Bathroom",3909,770,,,,complete
ch_1BGBEb2Iw89207WNzqOuaO3x,10/24/2017,12:00pm,Seattle,WA,98102,NW Maids,219.00,0.00,197.10,Monthly 10% off,,0.00,21.90,0.00,0.00,10/19/2017 9:52am,Laura Livingston (Customer),11/21/2017 12:00pm,"3 Bedrooms, 4 x Bathroom",4016,1022,,,,complete
ch_1BGBEd2Iw89207WN58VMepPD,10/24/2017,3:00pm,Seattle,WA,98115,NW Maids,179.00,20.00,159.10,Monthly 10% off,,0.00,19.90,0.00,0.00,09/20/2017 11:44am,Support Staff (Admin),11/21/2017 3:00pm,"3 Bedrooms, 2 x Bathroom, 1 x inside the fridge",3733,975,,,,complete
ch_1BGZ4a2Iw89207WNsaHzWBzH,10/25/2017,9:00am,Seattle,WA,98118,NW Maids,209.00,0.00,177.65,Every two weeks 15% off -Most Popular-,,0.00,31.35,0.00,0.00,10/07/2017 2:01pm,Support Staff (Admin),11/08/2017 9:00am,"4 Bedrooms, 2 x Bathroom",3923,872,,,,complete
ch_1BGZ4c2Iw89207WN2cHbmRut,10/25/2017,12:00pm,Seattle,WA,98119,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,10/04/2017 12:02pm,Support Staff (Admin),11/08/2017 3:00pm,"3 Bedrooms, 3 x Bathroom",3887,1037,,,,complete
ch_1BGZ4e2Iw89207WNBGBU32Hf,10/25/2017,12:00pm,Seattle,WA,98109,NW Maids,119.00,0.00,101.15,Every two weeks 15% off -Most Popular-,,0.00,17.85,0.00,0.00,10/04/2017 12:02pm,Support Staff (Admin),11/08/2017 12:00pm,"1 Bedroom, 1 x Bathroom",3888,473,,,,complete
ch_1BGZ4i2Iw89207WNY7jQ2NgH,10/25/2017,12:00pm,Mill Creek,WA,98012,NW Maids,159.00,0.00,125.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,10/04/2017 12:03pm,Support Staff (Admin),11/08/2017 12:00pm,"2 Bedrooms, 2 x Bathroom",3889,740,,,,complete
ch_1BGZ4k2Iw89207WNG7Lzia9E,10/25/2017,3:00pm,Seattle,WA,98125,NW Maids,199.00,120.00,287.10,Monthly 10% off,,0.00,31.90,0.00,0.00,09/21/2017 12:15am,,11/29/2017 3:00pm,"3 Bedrooms, 3 x Bathroom, deep cleaning, inside windows",3744,665,,,,complete
ch_1BGZ4m2Iw89207WNHp5hNCHf,10/25/2017,3:00pm,Bothell,WA,98011,NW Maids,139.00,0.00,125.10,Monthly 10% off,,0.00,13.90,0.00,0.00,09/25/2017 9:05am,Support Staff (Admin),11/22/2017 3:00pm,"1 Bedroom, 2 x Bathroom",3797,742,,,,complete
ch_1BGZ4o2Iw89207WNXRzOD6gY,10/25/2017,3:00pm,Seattle,WA,98109,NW Maids,119.00,60.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,09/25/2017 8:53pm,Amy Lewis (Customer),11/08/2017 3:00pm,"1 Bedroom, 1 x Bathroom, deep cleaning",3806,983,,,,complete
ch_1BGv7b2Iw89207WNqKwKVBJR,10/26/2017,9:00am,SEATTLE,WA,98133,NW Maids,139.00,0.00,125.10,Monthly 10% off,,0.00,13.90,0.00,0.00,09/25/2017 2:24pm,Sheila Quinn (Customer),11/20/2017 9:00am,Two Bedroom Apt:  $139 Flat rate,3805,97,,,,complete
ch_1BGv7e2Iw89207WNAKUxDjmz,10/26/2017,9:00am,Kirkland,WA,98034,NW Maids,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,10/13/2017 12:29am,,,"3 Bedrooms, 2 x Bathroom",3972,539,,,,complete
,10/26/2017,9:00am,Seattle,WA,98116,NW Maids,159.00,0.00,0.00,One Time Cleaning,1B6C-14A1-15E3,0.00,0.00,0.00,159.00,10/18/2017 10:05am,Support Staff (Admin),,"2 Bedrooms, 2 x Bathroom",4009,1063,,,,complete
ch_1BGv7g2Iw89207WNJzo2D0qd,10/26/2017,9:00am,Seattle,WA,98107,NW Maids,199.00,0.00,199.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/22/2017 5:16pm,Kevin Dillane (Customer),12/20/2017 9:00am,"3 Bedrooms, 3 x Bathroom",4048,609,,,,complete
ch_1BGv7i2Iw89207WNhbjPlYaB,10/26/2017,12:00pm,Seattle,WA,98102,NW Maids,159.00,0.00,143.10,Monthly 10% off,,0.00,15.90,0.00,0.00,09/25/2017 9:14am,Maley Thompson (Customer),11/08/2017 3:00pm,"2 Bedrooms, 2 x Bathroom",3799,515,,,,complete
ch_1BGv7k2Iw89207WNEqjl7F9C,10/26/2017,12:00pm,Seattle,WA,98115,NW Maids,159.00,0.00,140.00,Weekly Cleaning 20% off,,0.00,31.80,0.00,0.00,10/12/2017 9:08am,Support Staff (Admin),12/05/2017 9:00am,"2 Bedrooms, 2 x Bathroom",3950,1078,,,,complete
ch_1BGv7m2Iw89207WNowZE0MxM,10/26/2017,12:00pm,Shoreline,WA,98155,NW Maids,139.00,0.00,101.20,Weekly Cleaning 20% off,,0.00,27.80,0.00,0.00,10/14/2017 9:58am,Support Staff (Admin),11/02/2017 12:00pm,"2 Bedrooms, 1 x Bathroom",3984,973,,,,complete
ch_1BGv7o2Iw89207WNf5Nc0dF6,10/26/2017,12:00pm,Kenmore,WA,98028,NW Maids,219.00,80.00,239.20,Weekly Cleaning 20% off,,0.00,59.80,0.00,0.00,10/18/2017 3:35pm,Ilya Ornatov (Admin),11/02/2017 12:00pm,"3 Bedrooms, 4 x Bathroom, 1 x inside the oven, inside windows",4013,999,,,,complete
ch_1BGv7q2Iw89207WNuMOwnWDa,10/26/2017,3:00pm,Seattle,WA,98102,NW Maids,139.00,0.00,118.15,Every two weeks 15% off -Most Popular-,,0.00,20.85,0.00,0.00,09/28/2017 10:47am,Iva Zafirova (Customer),11/09/2017 9:00am,"1 Bedroom, 2 x Bathroom",3840,658,,,,complete
ch_1BHKj22Iw89207WNkE9xCgug,10/27/2017,9:00am,Lynnwood,WA,98036,NW Maids,199.00,160.00,334.00,One Time Cleaning,ONLINE25,25.00,0.00,0.00,0.00,09/27/2017 1:05pm,Shari Matteson (Customer),,"3 Bedrooms, 3 x Bathroom, deep cleaning, 1 x inside the fridge, 1 x inside the oven, inside windows",3821,1050,,,,complete
,10/27/2017,9:00am,seattle,WA,98103,NW Maids,139.00,0.00,0.00,Every two weeks 15% off -Most Popular-,64EF-EACE-9235,0.00,20.85,0.00,118.15,10/06/2017 9:33am,Support Staff (Admin),11/10/2017 9:00am,"2 Bedrooms, 1 x Bathroom",3908,103,,,,complete
ch_1BHKj42Iw89207WNHJuaZiz1,10/27/2017,9:00am,SEATTLE,WA,98119,NW Maids,139.00,60.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,10/12/2017 12:41pm,Support Staff (Admin),12/02/2017 9:00am,"1 Bedroom, 2 x Bathroom, inside windows",3965,870,,,,complete
ch_1BHKj62Iw89207WNVP6idlqU,10/27/2017,9:00am,Seattle,WA,98117,NW Maids,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,10/14/2017 12:23am,,11/10/2017 9:00am,"3 Bedrooms, 2 x Bathroom",3979,576,,,,complete
ch_1BHKj82Iw89207WNJ6CC1Vdp,10/27/2017,12:00pm,SEATTLE,WA,98119,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,10/02/2017 11:39am,Support Staff (Admin),11/11/2017 12:00pm,"3 Bedrooms, 3 x Bathroom",3867,822,,,,complete
ch_1BHKjA2Iw89207WNFvlDI12f,10/27/2017,12:00pm,Bellevue,WA,98004,NW Maids,159.00,0.00,135.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,10/06/2017 9:36am,Support Staff (Admin),11/11/2017 12:00pm,"2 Bedrooms, 2 x Bathroom",3911,919,,,,complete
ch_1BHKjC2Iw89207WNAU4j8CeP,10/27/2017,12:00pm,Seattle,WA,98122,NW Maids,159.00,0.00,135.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,10/12/2017 12:25pm,Support Staff (Admin),11/10/2017 12:00pm,"2 Bedrooms, 2 x Bathroom",3952,666,,,,complete
ch_1BHKjE2Iw89207WNj4CCyfEK,10/27/2017,3:00pm,Seattle,WA,98117,NW Maids,159.00,0.00,143.10,Every three weeks 10% off,,0.00,15.90,0.00,0.00,09/14/2017 12:04pm,Rachel Weise (Customer),11/17/2017 3:00pm,"2 Bedrooms, 2 x Bathroom",3684,451,,,,complete
ch_1BHKjG2Iw89207WNO1rf678F,10/27/2017,3:00pm,Seattle,WA,98109,NW Maids,179.00,0.00,161.10,Monthly 10% off,,0.00,17.90,0.00,0.00,09/28/2017 9:28am,Support Staff (Admin),03/31/2018 12:00pm,"2 Bedrooms, 3 x Bathroom",3826,994,,,,complete
ch_1BHKjI2Iw89207WNcg3nH0iW,10/27/2017,3:00pm,Seattle,WA,98125,NW Maids,199.00,0.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,10/14/2017 12:23am,,11/10/2017 3:00pm,"3 Bedrooms, 3 x Bathroom",3980,483,,,,complete
ch_1BHeHA2Iw89207WNhiQgTutf,10/28/2017,9:00am,seattle,WA,98118,NW Maids,159.00,0.00,173.10,Monthly 10% off,,0.00,15.90,0.00,0.00,09/21/2017 11:36am,Support Staff (Admin),11/25/2017 9:00am,"2 Bedrooms, 2 x Bathroom",3755,660,,,,complete
ch_1BHeHB2Iw89207WNxaY5IAOi,10/28/2017,9:00am,Lynwood,WA,98037,NW Maids,229.00,150.00,339.00,One Time Cleaning,3B1F-E848-BD89,0.00,0.00,0.00,40.00,10/25/2017 4:54pm,Alexandre Girard (Customer),,"4 Bedrooms, 3 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",4065,1091,,,,complete
ch_1BHeHE2Iw89207WNfuuX8cN5,10/28/2017,12:00pm,Seattle,WA,98199,NW Maids,179.00,0.00,181.10,Monthly 10% off,,0.00,17.90,0.00,0.00,09/23/2017 3:39pm,Mimi Sheikh (Customer),11/22/2017 3:00pm,"3 Bedrooms, 2 x Bathroom",3785,657,,,,complete
ch_1BHeHG2Iw89207WNm6tISuzo,10/28/2017,12:00pm,Edmonds,WA,98020,NW Maids,179.00,20.00,199.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/25/2017 5:23pm,David Ito (Customer),,"3 Bedrooms, 2 x Bathroom, 1 x inside the oven",4066,971,,,,complete
,10/28/2017,2:30pm,Seattle,WA,98125,NW Maids,119.00,0.00,119.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/23/2017 1:44pm,Ilya Ornatov (Admin),12/07/2017 2:30pm,"1 Bedroom, 1 x Bathroom",4054,158,,,,complete
ch_1BHeHJ2Iw89207WN4suc8Ivc,10/28/2017,3:00pm,Lynnwood,WA,98037,NW Maids,159.00,150.00,309.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/07/2017 7:14am,Amy Fields (Customer),,"2 Bedrooms, 2 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",3918,1071,,,,complete
ch_1BHeHL2Iw89207WNPGeckFw4,10/28/2017,3:00pm,Seattle,WA,98112,NW Maids,209.00,0.00,77.65,Every two weeks 15% off -Most Popular-,13DC-0F59-272D,0.00,31.35,0.00,60.00,10/07/2017 9:50am,Support Staff (Admin),11/11/2017 3:00pm,"4 Bedrooms, 2 x Bathroom",3919,635,,,,complete
ch_1BIk3K2Iw89207WNKKiU7kcA,10/28/2017,3:00pm,Bellevue,WA,98006,NW Maids,199.00,0.00,189.15,Every two weeks 15% off -Most Popular-,ONLINE25,0.00,29.85,0.00,0.00,10/07/2017 10:44am,Lauren Brown (Customer),11/13/2017 9:00am,"3 Bedrooms, 3 x Bathroom",3920,1072,,,,complete
ch_1BHeHQ2Iw89207WNDIojt1JF,10/28/2017,3:00pm,Seattle,WA,98109,NW Maids,139.00,150.00,289.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/10/2017 5:30pm,Scott Rondeau (Customer),07/05/2019 9:00am,"1 Bedroom, 2 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",3942,882,,,,complete
,10/28/2017,6:00pm,Seattle,WA,98125,NW Maids,139.00,0.00,0.00,One Time Cleaning,181A-45BB-DE8C,0.00,0.00,0.00,139.00,10/28/2017 2:23pm,Ilya Ornatov (Admin),11/11/2017 3:00pm,"2 Bedrooms, 1 x Bathroom",4105,1086,,,,complete
ch_1BI3lC2Iw89207WN0Dq2dEFY,10/30/2017,9:00am,Seattle,WA,98115,NW Maids,139.00,0.00,125.10,Monthly 10% off,,0.00,13.90,0.00,0.00,09/27/2017 9:46am,Support Staff (Admin),11/27/2017 9:00am,"2 Bedrooms, 1 x Bathroom",3819,725,,,,complete
ch_1BI3lG2Iw89207WNegmdSnXo,10/30/2017,9:00am,Seattle,WA,98107,NW Maids,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,10/17/2017 12:19am,,11/13/2017 9:00am,"3 Bedrooms, 2 x Bathroom",4000,866,,,,complete
ch_1BI3lI2Iw89207WN3GQajOQt,10/30/2017,9:00am,Seattle,WA,98117,NW Maids,179.00,0.00,152.15,Every two weeks 15% off -Most Popular-,,0.00,26.85,0.00,0.00,10/17/2017 12:19am,,11/13/2017 9:00am,"3 Bedrooms, 2 x Bathroom",4001,441,,,,complete
ch_1BI3lK2Iw89207WNkVXPYGhT,10/30/2017,12:00pm,Seattle,WA,98133,NW Maids,159.00,60.00,197.10,Every three weeks 10% off,,0.00,21.90,0.00,0.00,10/04/2017 11:49am,Support Staff (Admin),11/20/2017 12:00pm,"2 Bedrooms, 2 x Bathroom, deep cleaning",3883,719,,,,complete
ch_1BI3lM2Iw89207WNBW0v8K58,10/30/2017,12:00pm,Seattle,WA,98105,NW Maids,119.00,0.00,107.10,Every three weeks 10% off,,0.00,11.90,0.00,0.00,10/10/2017 12:19am,,11/20/2017 12:00pm,"1 Bedroom, 1 x Bathroom",3936,251,,,,complete
ch_1BI3lO2Iw89207WNbM3bpYnO,10/30/2017,12:00pm,Seattle,WA,98177,NW Maids,289.00,0.00,245.65,Every two weeks 15% off -Most Popular-,,0.00,43.35,0.00,0.00,10/17/2017 12:19am,,11/13/2017 12:00pm,"6 Bedrooms, 3 x Bathroom",4002,124,,,,complete
ch_1BI3lQ2Iw89207WNOHOMjZmd,10/30/2017,12:00pm,Seattlw,WA,98107,NW Maids,119.00,150.00,269.00,One Time Cleaning,,0.00,0.00,0.00,0.00,10/26/2017 1:54pm,Kristina Iwai (Customer),,"1 Bedroom, 1 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",4085,1092,,,,complete
ch_1BI3lU2Iw89207WNsglquCFM,10/30/2017,3:00pm,seattle,WA,98105,NW Maids,119.00,150.00,244.00,One Time Cleaning,9AD3-C985-2B03,0.00,0.00,0.00,25.00,10/27/2017 4:04pm,Hyerin Kim (Customer),,"1 Bedroom, 1 x Bathroom, move-in/out (deep cleaning + fridge + oven + windows + cabinets)",4098,1093,,,,complete
ch_1BIjVP2Iw89207WNJFQkKQdD,10/31/2017,9:00am,Seattle,WA,98117,NW Maids,159.00,0.00,135.15,Every two weeks 15% off -Most Popular-,,0.00,23.85,0.00,0.00,10/12/2017 12:27pm,Support Staff (Admin),11/14/2017 9:00am,Three Bdrm Townhome/SF home:  $159 Flat rate,3954,301,,,,complete
ch_1BIjVR2Iw89207WNVvqMWTca,10/31/2017,9:00am,seattle,WA,98109,NW Maids,119.00,0.00,26.15,Every two weeks 15% off -Most Popular-,7FA2-2A0C-BEF5,0.00,17.85,0.00,75.00,10/16/2017 11:44am,Support Staff (Admin),11/22/2017 9:00am,"1 Bedroom, 1 x Bathroom",3996,1060,,,,complete
ch_1BIjVT2Iw89207WNOoVHRJvt,10/31/2017,9:00am,Seattle,WA,98121,NW Maids,139.00,60.00,169.15,Every two weeks 15% off -Most Popular-,,0.00,29.85,0.00,0.00,10/28/2017 9:44am,Elli Enneking (Customer),11/14/2017 9:00am,"2 Bedrooms, 1 x Bathroom, deep cleaning",4104,1095,,,,complete
ch_1BIjVW2Iw89207WN4RFFfEEa,10/31/2017,12:00pm,Seattle,WA,98121,NW Maids,119.00,0.00,107.10,Monthly 10% off,,0.00,11.90,0.00,0.00,10/03/2017 10:44am,Support Staff (Admin),11/28/2017 12:00pm,"1 Bedroom, 1 x Bathroom",3874,489,,,,complete
ch_1BIjVY2Iw89207WNXpVeWCyD,10/31/2017,12:00pm,Seattle,WA,98115,NW Maids,229.00,0.00,194.65,Every two weeks 15% off -Most Popular-,,0.00,34.35,0.00,0.00,10/12/2017 12:32pm,Support Staff (Admin),11/14/2017 12:00pm,"4 Bedrooms, 3 x Bathroom",3957,937,,,,complete
ch_1BIjVb2Iw89207WNBFNk3doQ,10/31/2017,12:00pm,Seattle,WA,98103,NW Maids,209.00,0.00,157.65,Every two weeks 15% off -Most Popular-,,0.00,31.35,0.00,0.00,10/18/2017 12:27am,,11/14/2017 12:00pm,"4 Bedrooms, 2 x Bathroom",4005,616,,,,complete
ch_1BJqR32Iw89207WNFvnqOsIr,10/31/2017,3:00pm,Seattle,WA,98102,NW Maids,139.00,0.00,145.10,Monthly 10% off,,0.00,13.90,0.00,0.00,09/28/2017 9:33am,Support Staff (Admin),11/28/2017 12:00pm,"2 Bedrooms, 1 x Bathroom",3830,881,,,,complete
ch_1BJ9DK2Iw89207WN7b9KXISv,11/01/2017,9:00am,Seattle,WA,98177,NW Maids,139.00,0.00,125.10,Monthly 10% off,,0.00,13.90,0.00,0.00,10/05/2017 12:29am,,12/27/2017 9:00am,Two Bedroom Apt:  $139 Flat rate,3893,261,,,,complete
ch_1BI3lE2Iw89207WNcRd0FduJ,11/01/2017,9:00am,Seattle,WA,98115,NW Maids,139.00,0.00,138.15,Every two weeks 15% off -Most Popular-,,0.00,20.85,0.00,0.00,10/10/2017 11:29pm,Kimberley Zakian (Customer),11/08/2017 9:00am,"2 Bedrooms, 1 x Bathroom",3943,327,,,,complete
ch_1BJ9DN2Iw89207WNXiG8v4Cd,11/01/2017,9:00am,Issaquah,WA,98029,NW Maids,199.00,0.00,84.15,Every two weeks 15% off -Most Popular-,0271-5B13-8EB4,0.00,29.85,0.00,85.00,10/12/2017 12:35pm,Support Staff (Admin),,"3 Bedrooms, 3 x Bathroom",3960,621,,,,complete
ch_1BJ9DP2Iw89207WN031V6IkS,11/01/2017,9:00am,Seattle,WA,98116,NW Maids,159.00,230.00,0.00,One Time Cleaning,C62E-6C07-5FC9,0.00,0.00,0.00,389.00,10/27/2017 2:31pm,TIFFANY PLOVIE (Customer),,"2 Bedrooms, 2 x Bathroom, deep cleaning, inside cabinets (empty), move-in/out (deep cleaning + fridge + oven + windows + cabinets)",4097,898,,,,complete
